-2.500205607663927	-2.4988207442972405
-2.50020568733095	-2.4988202960302583
-2.5002057670031483	-2.498819847753398
-2.5002058466805273	-2.4988193994666568
-2.5002059263630803	-2.4988189511700356
-2.500206006050812	-2.498818502863534
-2.5002060857437245	-2.4988180545471517
-2.500206165441812	-2.4988176062208884
-2.5002062451450775	-2.4988171578847442
-2.500206324853524	-2.4988167095387186
-2.5002064045671517	-2.498816261182811
-2.50020648428596	-2.4988158128170217
-2.5002065640099493	-2.49881536444135
-2.500206643739114	-2.498814916055796
-2.5002067234734566	-2.4988144676603588
-2.50020680321298	-2.4988140192550383
-2.5002068829576847	-2.4988135708398356
-2.5002069627075705	-2.4988131224147487
-2.5002070424626437	-2.4988126739797787
-2.5002071222229003	-2.4988122255349237
-2.500207201988338	-2.4988117770801854
-2.500207281758957	-2.4988113286155613
-2.5002073615347573	-2.4988108801410522
-2.5002074413157382	-2.4988104316566586
-2.5002075211019092	-2.4988099831623787
-2.500207600893262	-2.498809534658214
-2.5002076806897953	-2.498809086144163
-2.500207760491516	-2.4988086376202263
-2.500207840298421	-2.4988081890864016
-2.5002079201105087	-2.498807740542692
-2.5002079999277846	-2.4988072919890936
-2.500208079750242	-2.4988068434256085
-2.5002081595778898	-2.4988063948522363
-2.5002082394107212	-2.498805946268975
-2.50020831924874	-2.498805497675826
-2.5002083990919455	-2.4988050490727898
-2.500208478940336	-2.4988046004598643
-2.500208558793917	-2.498804151837049
-2.5002086386526843	-2.498803703204345
-2.500208718516638	-2.498803254561752
-2.500208798385781	-2.498802805909268
-2.5002088782601124	-2.498802357246895
-2.5002089581396327	-2.4988019085746314
-2.5002090380243414	-2.4988014598924773
-2.5002091179142396	-2.4988010112004315
-2.500209197809327	-2.498800562498495
-2.5002092777096045	-2.4988001137866673
-2.500209357615072	-2.498799665064948
-2.5002094375257307	-2.4987992163333366
-2.5002095174415797	-2.498798767591833
-2.5002095973626206	-2.498798318840438
-2.5002096772888525	-2.49879787007915
-2.5002097572202753	-2.498797421307968
-2.500209837156891	-2.498796972526891
-2.5002099170986973	-2.4987965237359226
-2.500209997045698	-2.4987960749350617
-2.500210076997891	-2.4987956261243056
-2.5002101569552764	-2.4987951773036547
-2.500210236917857	-2.498794728473108
-2.5002103168856302	-2.498794279632666
-2.5002103968585976	-2.4987938307823323
-2.5002104768367595	-2.4987933819221007
-2.500210556820115	-2.498792933051975
-2.500210636808667	-2.4987924841719495
-2.500210716802413	-2.498792035282032
-2.500210796801355	-2.4987915863822105
-2.5002108768054585	-2.4987911374725718
-2.5002109568147035	-2.498790688553189
-2.500211036829106	-2.498790239623976
-2.500211116848674	-2.4987897906848926
-2.5002111968734075	-2.4987893417359226
-2.500211276903311	-2.498788892777058
-2.500211356938384	-2.4987884438082926
-2.5002114369786264	-2.4987879948296308
-2.50021151702404	-2.498787545841067
-2.5002115970746255	-2.4987870968426042
-2.5002116771303817	-2.4987866478342387
-2.5002117571913094	-2.4987861988159734
-2.500211837257408	-2.498785749787803
-2.5002119173286803	-2.4987853007497325
-2.500211997405124	-2.49878485170176
-2.5002120774867413	-2.4987844026438832
-2.500212157573532	-2.4987839535761043
-2.500212237665495	-2.4987835044984235
-2.5002123177626325	-2.498783055410837
-2.5002123978649435	-2.4987826063133465
-2.5002124779724286	-2.498782157205954
-2.5002125580850874	-2.4987817080886563
-2.500212638202921	-2.4987812589614546
-2.5002127183259306	-2.4987808098243467
-2.5002127984541165	-2.4987803606773342
-2.5002128785874764	-2.4987799115204163
-2.5002129587260478	-2.498779462353395
-2.500213038869834	-2.498779013176238
-2.500213119018815	-2.4987785639890756
-2.5002131991729843	-2.498778114791946
-2.500213279332337	-2.4987776655848655
-2.500213359496872	-2.498777216367843
-2.50021343966659	-2.4987767671408783
-2.5002135198414894	-2.4987763179039746
-2.5002136000215796	-2.4987758686571317
-2.500213680206853	-2.4987754194003498
-2.5002137603973082	-2.498774970133629
-2.5002138405929464	-2.4987745208569687
-2.5002139207937715	-2.498774071570369
-2.5002140009997826	-2.498773622273829
-2.5002140812109763	-2.4987731729673492
-2.5002141614273583	-2.498772723650929
-2.5002142416489255	-2.4987722743245677
-2.5002143218756783	-2.498771824988266
-2.500214402107619	-2.4987713756420225
-2.5002144823447447	-2.498770926285838
-2.500214562587059	-2.498770476919712
-2.50021464283456	-2.4987700275436437
-2.500214723087248	-2.498769578157633
-2.5002148033451266	-2.498769128761679
-2.500214883608191	-2.4987686793557833
-2.5002149638764446	-2.4987682299399436
-2.500215044149888	-2.4987677805141613
-2.5002151244285202	-2.498767331078435
-2.5002152047123416	-2.4987668816327644
-2.5002152850013526	-2.49876643217715
-2.5002153652955537	-2.4987659827115904
-2.5002154455949452	-2.498765533236087
-2.500215525899528	-2.4987650837506377
-2.5002156062093017	-2.4987646342552434
-2.500215686524266	-2.498764184749903
-2.500215766844422	-2.4987637352346175
-2.5002158471697697	-2.498763285709386
-2.5002159275003097	-2.4987628361742087
-2.5002160078360416	-2.4987623866290845
-2.5002160881769666	-2.4987619370740135
-2.500216168523085	-2.498761487508995
-2.5002162488743966	-2.498761037934029
-2.500216329230901	-2.498760588349115
-2.5002164095925994	-2.4987601387542533
-2.500216489959493	-2.4987596891494426
-2.50021657033158	-2.4987592395346843
-2.5002166507088615	-2.498758789909977
-2.5002167310913395	-2.4987583402753204
-2.5002168114790115	-2.4987578906307144
-2.5002168918718803	-2.4987574409761586
-2.5002169722699445	-2.498756991311653
-2.5002170526732046	-2.4987565416371975
-2.500217133081661	-2.498756091952792
-2.500217213495315	-2.498755642258435
-2.5002172939141647	-2.498755192554128
-2.500217374338213	-2.4987547428398695
-2.500217454767458	-2.4987542931156588
-2.500217535201901	-2.4987538433814973
-2.5002176156415428	-2.4987533936373834
-2.500217696086384	-2.498752943883317
-2.5002177765364224	-2.4987524941192985
-2.50021785699166	-2.498752044345326
-2.5002179374520974	-2.4987515945614014
-2.500218017917748	-2.4987511447674446
-2.500218098388627	-2.498750694963372
-2.500218178864718	-2.4987502451492767
-2.500218259346017	-2.498749795325188
-2.5002183398325215	-2.498749345491117
-2.500218420324232	-2.4987488956470685
-2.500218500821147	-2.4987484457930447
-2.500218581323267	-2.4987479959290457
-2.500218661830593	-2.498747546055073
-2.500218742343124	-2.4987470961711256
-2.5002188228608615	-2.498746646277203
-2.500218903383806	-2.498746196373306
